Date,Server1,Server2,Server3
20100101,1013.48413154675,2974.72416826679,1741.16652117591
20100102,3367.40910905221,3438.39451542872,2968.45403872022
20100103,8002.91618552203,1017.13878548862,1584.2934516839
20100104,3287.85877115545,4719.5906683163,8382.31737219745
20100105,1244.59024777861,6970.59420372438,7210.07660324794
20100106,2988.27055687388,2918.35391051368,259.428732470579
20100107,4259.06731850756,3688.81870980788,1918.07531964971
20100108,1436.92878503217,3269.50858387773,9736.56236458384
20100109,9900.03386235942,9901.57728802369,9598.98598419609
20100110,7600.06831914708,510.150305391914,3357.5222689289
20100111,374.165655490503,1741.60576697297,6272.25676427117
20100112,5812.52493161683,6170.83010649343,9011.82076292134
20100113,8429.97827559774,1082.62701433838,8166.78163713795
20100114,6718.89771369695,6175.9796883409,1729.66054390428
20100115,5845.5464152424,1597.29912852193,1780.38616479066
20100116,9745.67404817731,5825.54089851149,7788.82760944606
20100117,8191.29688727853,1392.12714599344,3667.98865471665
20100118,6810.50225149134,8975.45143625741,2390.20563445386
20100119,5842.8747893203,3325.74077115821,7858.36979555872
20100120,6747.71665397579,2738.40013462849,3184.24750312594
20100121,7082.32494151331,2875.24655627507,6786.04283211083
20100122,1072.88340601904,6135.07014798483,7993.41452009599
20100123,828.383086240416,4789.95477413215,1421.81149409382
20100124,3775.98681225076,3056.74542144103,327.970333955242
20100125,3510.40469777771,1917.44838581768,6079.40377339151
20100126,9675.55411728013,3970.72477490699,4731.71552283975
20100127,2668.05491571419,5533.79819640547,484.057174184154
20100128,2356.24248996511,9996.18788326722,6177.20777689445
20100129,5987.61915060994,9403.47869943606,1296.31205313088
20100130,1705.08896442278,2602.09009808526,3078.83430144876
20100131,7632.89647064553,4335.32811179094,5143.95545584164
20100201,9568.52075319064,5270.76321399143,8109.63375075025
20100202,723.016590823039,4747.44578951625,883.71320901573
20100203,6136.08411184105,5917.62280661228,3970.45635581365
20100204,2638.22309413244,5494.57880505019,3919.6225409203
20100205,685.146657497628,8448.79177704756,6060.6341627935
20100206,9154.64178430159,9559.58533440176,8052.92776346243
20100207,7005.86080723071,8850.96793895467,2010.60847015367
20100208,7123.20054131962,8108.21877127431,1816.204650163
20100209,5705.1337460847,1193.84936732165,7804.00940530763
20100210,3223.6664688919,3163.36652443448,8536.29085538969
20100211,2685.73266403406,472.986428769373,1202.18151515645
20100212,6908.83500029252,4389.54171623441,4800.46438518165
20100213,7705.85741695247,1003.7180101516,3485.92023358895
20100214,2772.84450952037,1490.91515381497,5875.52838764033
20100215,7102.22016057916,2559.73336157999,9009.41219339177
20100216,2174.86695788003,5559.9819547343,7121.37849314536
20100217,5348.46639731155,1575.08834895172,3974.15706730858
20100218,769.644808958415,7594.95563383396,7107.64193201395
20100219,4970.95905508402,621.522457251561,6074.47331557184
20100220,3004.30719327739,8230.25398664244,743.965032460199
20100221,3033.45890409725,9135.90615887881,2980.40207168401
20100222,5808.62174530198,348.777322468461,183.83230647527
20100223,3146.07677801374,842.013444895667,2536.984552102
20100224,7357.03296535159,5248.55030908427,7.4401188169837
20100225,1769.86320615641,5744.28713496578,8886.64666008617
20100226,1370.73900822998,6216.24669359482,4650.95631447839
20100227,7254.23968964667,4817.97616164621,7724.60076485003
20100228,6697.03375206413,5291.2683991308,4978.67332306657
20100301,766.851393734778,4457.82771040044,8215.82120818947
20100302,2638.73239760118,2312.87153345313,3935.50511895107
20100303,3980.10898468132,6775.64276692635,738.541718184326
20100304,547.285388787777,5467.51808669633,8586.78738103337
20100305,5991.5437723579,4253.78410410006,3485.22802972222
20100306,5299.61734138333,5426.99083324984,8960.987839379
20100307,6418.42395991028,3886.27814012563,2649.66380455359
20100308,3138.27144246792,7155.36517236242,750.174585688891
20100309,8649.0293785664,4471.04926204119,6091.04146697654
20100310,8500.73783233786,6437.23882185461,5350.13852552092
20100311,909.285046935262,68.7682717095162,3241.84763367436
20100312,3910.68635770575,6194.62096719126,8429.36279929466
20100313,4481.06518595899,7468.79669359425,2839.33683910079
20100314,8134.60360579868,6852.32743198379,8133.01059694469
20100315,7938.75085127978,4186.38414009638,9810.79453880574
20100316,7883.7582749584,3907.79299406809,7631.25594434742
20100317,2379.63310281934,8972.93858523917,6757.14910246006
20100318,5846.95158357023,5469.20434202717,4898.44879818283
20100319,5904.88398616278,6418.0084950099,3178.54492102398
20100320,2144.51533936852,2917.20292720452,5367.09191852075
20100321,6942.37428248335,7839.72693235882,9268.62536796656
20100322,7021.84118044621,9654.64945337959,5766.12525189337
20100323,3738.05368229624,4526.77054550572,5200.62616049245
20100324,1880.10865995344,6872.22983609534,9502.52630539853
20100325,7495.18172950674,4786.8392505558,9777.54301019941
20100326,779.627125970536,5808.04897318098,3495.53227226962
20100327,5479.83264437916,6498.82777057361,7813.1587548439
20100328,4549.8176620206,9240.20206474557,4720.92750475676
20100329,9936.06479718188,6924.1078305877,4656.08600048871
20100330,4065.38002064381,4604.29526931409,5889.40291955516
20100331,2604.19284525574,6562.22684908048,8121.46829460696
20100401,2413.81671189504,8430.94244569968,6818.02247102198
20100402,4637.21863858285,699.272881322887,4376.29326718554
20100403,7395.00445606566,2051.87947741118,7248.0339137842
20100404,1394.26535270709,185.414453843007,5528.56330657879
20100405,8962.20284010124,585.795440183872,2214.47788635243
20100406,909.809113295534,3341.95327091174,1454.5026242984
20100407,6233.47203980085,8950.6644455885,6286.31491143437
20100408,6438.47450978327,2409.01552101758,7948.72867941667
20100409,9723.47814230001,2580.81526342621,3484.15353994167
20100410,6365.49927910414,9260.9129996152,3252.99294497958
20100411,5014.40542374599,6480.64375493456,7792.27460690306
20100412,6662.35938203959,4235.36061399128,8865.19531155829
20100413,7282.05647335432,4550.0144810205,4417.38042486997
20100414,2733.76767830372,7319.86644191219,8339.26099508509
20100415,2507.96460403021,7238.8715980666,8975.65181027446
20100416,1131.37020539008,5390.41491952875,4655.70270557074
20100417,8540.65977558621,2286.77350193211,9815.85208514193
20100418,4427.15979230021,7169.55222638895,1518.67251831997
20100419,2721.62328271544,3967.35040068066,9781.56765733227
20100420,7200.20278713287,7114.75297258304,6200.74090350968
20100421,5975.20634541573,6059.07866000919,7960.68578028394
20100422,9286.61743376196,417.167809171055,3858.10569137874
20100423,8991.49290761462,7036.72440575509,6868.71786028266
20100424,528.688160601222,907.438481173687,5256.1130798247
20100425,9846.3562049062,9459.24765429977,7526.44800247243
20100426,8421.84938084649,7728.05098214658,5976.06210990795
20100427,8273.8262197897,7650.6878218726,2781.83064167504
20100428,8266.17143737082,9297.53751767924,3253.07621558311
20100429,3595.92645117101,9331.73956283027,658.969600475913
20100430,2498.00594902968,672.539762531452,5312.30338350365
20100501,5875.3335645427,7683.60112601127,3269.51762857865
20100502,6979.39409551206,4083.81520551746,7250.56089113464
20100503,9305.3357906599,2523.47471780444,1358.20475423721
20100504,4356.61210181885,1582.51668222705,8416.1673591129
20100505,3498.8858626622,7555.72142930532,57.5291555652091
20100506,1030.53962731861,5717.53733224483,6619.07782202799
20100507,19.4650451440614,5621.4376969615,3517.48630717921
20100508,7722.28822751608,5049.96428993247,4955.69254459781
20100509,1542.40560598765,4135.67468816969,7040.26132391496
20100510,4768.84319598762,9556.71226764613,8204.24587130615
20100511,6013.66060915842,6400.77071299116,7804.07862878063
20100512,5382.26333000674,9407.61446935519,120.625300237263
20100513,1337.64577326471,3028.06910513019,6514.46791955743
20100514,528.696886573715,3805.53620689069,1752.8002125385
20100515,9187.18427568727,7469.24146554168,6125.66066537163
20100516,6763.17322282855,6956.43113947038,4322.25116525729
20100517,1495.61102156807,356.573336496013,5389.31021912304
20100518,3772.14966306451,4309.51025945637,1488.74538505063
20100519,7822.68936397258,4546.83200257982,6431.33870859279
20100520,6917.69868763673,8017.87314864061,8242.52669795171
20100521,2428.37999270086,7018.7031309568,5856.28946501644
20100522,9714.385411641,3363.50916930325,968.258036232698
20100523,1851.51501182263,3102.82931475225,679.855214840268
20100524,6454.53711330311,2881.36948066211,8160.29623036842
20100525,7858.58708775546,6483.58543600008,345.704249202409
20100526,431.380790576633,3660.81638716688,5281.80681069433
20100527,785.898996204899,8206.77424257773,9863.24429322083
20100528,9653.42825329982,3756.01458474318,7997.75131036657
20100529,919.95865046665,9493.57788130518,654.61373110809
20100530,363.456310180971,7969.99406291591,9509.4840127489
20100531,3856.87392071305,1849.57343954374,9109.69795030428
20100601,4687.60162379859,5297.60074033461,3775.85532106706
20100602,7322.44020827538,3347.3946581213,6.92875056684472
20100603,2748.56833120885,1027.86670713072,2860.58991358794
20100604,6041.0297283311,1353.73509721043,4777.09586431376
20100605,9576.0872466613,6207.58541280589,1785.22604592182
20100606,4914.79546528451,1780.8436944165,5865.56766301647
20100607,188.079903645991,8886.19420574748,4103.22851256546
20100608,4203.13846620939,825.386901366978,1849.28166105878
20100609,7803.85988116414,4441.26221747977,4938.15051495419
20100610,8564.46782352982,1646.33086837789,8932.81197261927
20100611,6049.99253923629,2843.6748129583,4054.38558924783
20100612,4433.304565035,2376.2200863186,846.689388116496
20100613,6744.41390917506,5499.15221840998,681.527947043517
20100614,2874.62849846665,1739.10975386192,8408.48454738237
20100615,9596.93988336025,3751.11016626879,9728.3542873158
20100616,2678.77368859227,50.6498955018242,8862.15734205267
20100617,2461.41568748167,1373.30056546168,274.749891077929
20100618,7024.60367680404,6793.61596132376,2242.64641108372
20100619,2729.91072953463,4531.03354104541,8907.65575540898
20100620,742.451711076929,2498.51503263352,7685.87827121105
20100621,662.104319284449,8982.75056312353,9515.95808879609
20100622,1059.96021927969,9634.17454998716,5264.68333409234
20100623,7606.86308948746,5752.04071994555,6155.2095662679
20100624,1347.10439823338,9370.96830707613,5352.96697570201
20100625,6462.07684285881,1389.60071340345,5570.39312696093
20100626,9309.3501354673,9561.94520588718,5252.84797764116
20100627,3567.66939952117,1847.36430697339,5461.7727650084
20100628,1590.31751005756,2986.16097515352,4319.9519915614
20100629,9328.93288172863,1944.58524721167,3102.75872382119
20100630,71.5838900959875,9891.61829256152,2565.33129223241
20100701,615.430776957648,7377.91959690918,9049.23751290308
20100702,3503.09238372557,1270.36267652857,4362.98171187491
20100703,1400.62781295545,9218.19998281287,5076.50227981194
20100704,3525.13850949631,6867.00087944165,6351.02651882286
20100705,6518.2276418623,4141.79400656745,858.896986581288
20100706,9775.37087163289,3077.43098931223,1149.85832038279
20100707,4166.38240700529,2578.18243485323,7660.23664938798
20100708,5724.83661530492,6565.22395531031,7481.4896858869
20100709,4190.29584310696,995.681510314498,4160.9417594581
20100710,1246.12271011256,8571.0159254165,7147.8806537481
20100711,8933.98065673559,1013.05162631932,4915.2833592831
20100712,2520.52898672157,6804.47662037514,7730.12908038988
20100713,9216.90865808726,3186.55776638306,9833.02238497879
20100714,463.616709536178,302.623514607797,9013.09634176451
20100715,9497.61713051281,2156.7728576263,450.846259155996
20100716,254.977143293142,3667.22292299587,9338.64425466316
20100717,464.453595925499,5845.98384915254,5834.45181956478
20100718,1787.76381626109,7358.28913545997,288.97027997705
20100719,9742.25850795995,6407.96695969956,8342.72243672069
20100720,9280.28201999874,2806.7899277776,7043.23446130449
20100721,6375.39041016101,8799.65405103309,6695.08158681474
20100722,4263.08979481046,1518.23143002542,416.80451533082
20100723,5440.87719956045,3163.95939247836,5011.48183194187
20100724,1266.26170227564,2658.36313963944,5426.06861706439
20100725,953.507351257781,9501.17643378386,2345.9831790366
20100726,3795.35778909152,5042.96130083568,9804.48605632715
20100727,3858.19808088955,4241.06683544364,4199.64916607405
20100728,3896.42589562237,9456.001219571,204.681487574825
20100729,820.892844071304,8645.87777699565,476.948378593515
20100730,995.326215970339,5957.22320091617,6813.08403423156
20100731,7807.68932492712,9013.6150047537,6668.94964580035
20100801,260.393080662482,7102.37251205254,140.969296031851
20100802,4891.96247277289,7324.80461312215,3365.01252730122
20100803,59.2481618823215,9437.92407471585,7948.28278595994
20100804,3391.77470378635,2761.7112323423,9867.85805445725
20100805,5266.68186987259,9947.8063534989,2890.26425011632
20100806,9766.88325393579,5606.19666323579,9864.0275670914
20100807,6925.23203311955,930.230427442816,7901.5105333524
20100808,766.228879168659,778.847320828735,76.1944596392172
20100809,6846.7112085405,7889.34585603276,1150.92378820881
20100810,949.883180510045,3039.7152684974,193.362167683006
20100811,9599.78219488855,4972.00703670166,7437.42295657628
20100812,3030.2243774069,5249.43735460193,8210.05251995643
20100813,1301.83862549199,5280.50619302121,9758.84786854286
20100814,7531.29099520236,8408.33143330613,4943.10262586016
20100815,8194.93173795076,6155.15416138977,2594.12098543567
20100816,2629.71898860314,1579.61832888197,156.068868211179
20100817,2456.34095848797,2553.43599928172,2699.10677973073
20100818,7453.84179128851,5700.14238849214,8874.82919100923
20100819,8048.6579544419,4921.83982057767,5601.74876697429
20100820,573.132287747733,7081.87288548715,1403.45489542097
20100821,9535.75251915866,3205.37964831957,5984.99797337548
20100822,1338.96031532983,4479.71450354188,2114.70921396943
20100823,6214.43024745759,9988.3066545406,9150.71384867044
20100824,3174.25800410145,2394.98933827272,523.487211902365
20100825,1466.84290804872,809.147915219516,5068.95208812344
20100826,3177.27633664801,4924.93963832556,6236.20751905676
20100827,2419.36449124023,3455.89092610881,2768.63976165888
20100828,86.8782619004327,548.841563955176,9005.71419308131
20100829,8409.80130068419,8799.69490919416,1755.62071880551
20100830,2341.83783507349,4572.51270312448,9958.08914872196
20100831,1481.08381855149,1447.5723966534,2475.92089570839
20100901,7593.71976340682,1943.76215855093,167.643132451606
20100902,1717.2226417156,6947.61492127607,2665.15607932688
20100903,5186.70139590099,8319.66607921087,6996.21775771128
20100904,8906.96260781907,8347.87295853583,7377.98380035701
20100905,3787.61032861059,9667.75050103218,696.217069988267
20100906,8470.16205954082,5573.97949076586,9027.87122793604
20100907,427.783432363603,317.119631405354,8597.71363257491
20100908,5414.8154463749,1659.05746361756,4852.25253708518
20100909,6636.7207053949,9000.5799844853,6969.91119518851
20100910,2792.30587420084,4392.62629622761,8856.29853028755
20100911,9078.31034520537,4598.29674855734,1114.4399202314
20100912,609.311945200232,8332.90002859341,6102.54311786177
20100913,3241.66973598405,5021.67846516119,2881.50911971484
20100914,1509.60180843459,9622.41221065154,2445.51061739991
20100915,3640.34132492256,7211.55320825169,9667.42531454056
20100916,2845.0405750625,5389.23332228831,2823.27991873867
20100917,3473.14384439927,8458.71707302481,2646.65360554235
20100918,8339.06371985926,6036.36222043799,2944.74492248886
20100919,7920.65443191332,3663.04275858925,3773.10253652421
20100920,8038.98424845118,814.863655651629,7052.21009710868
20100921,7866.05210973936,6019.2258525812,4437.82547006036
20100922,1633.65668429263,569.257089521324,5025.9986567858
20100923,8372.56130817744,5435.69633650237,6101.73743055401
20100924,892.793518560552,1542.99522513672,2409.39683018395
20100925,122.956378194622,999.999424313782,3267.0278204229
20100926,7123.52595693264,3425.5803052215,1572.545841645
20100927,698.892306725536,8946.91466056459,870.207510860247
20100928,9651.45700713606,6694.81806276616,6398.21041498733
20100929,15.1521319793091,9152.32110385836,2520.47982424353
20100930,5751.36951524056,4643.23250764374,3450.84657676819
20101001,3901.10066657568,5096.14869362231,6245.74552751856
20101002,2470.76981565138,1750.68720594242,116.804999142772
20101003,8852.12659742133,1041.74787737366,2209.75919173184
20101004,9424.51054626388,2903.4963979195,7761.84452536459
20101005,6586.46262283056,2551.67785315624,1644.72534548363
20101006,6423.68495779607,5454.26782794942,5646.44443214807
20101007,1742.72818454786,8549.09206431461,5945.71699802865
20101008,8895.47352379957,4948.48899725612,2414.26498715183
20101009,3690.51610613144,7144.44099548882,8911.86812374465
20101010,1.4816390609762,2545.43442852725,8899.48601946931
20101011,6483.75164750505,5468.34162204775,2678.33108390673
20101012,9311.78943820141,1604.64985787028,3504.98437183534
20101013,7742.08354391648,5373.98574588359,7868.12260267251
20101014,5721.40666439747,4196.66156617724,9722.1021845603
20101015,5524.59381495048,3105.57618259291,4657.15058356171
20101016,3986.48820220184,1458.85128681166,8810.63666778043
20101017,4183.97248697879,3907.90234047365,227.783148467862
20101018,3189.14576112661,6286.7631664199,3645.4437600465
20101019,1543.87471703279,3388.61256161186,9942.70158553142
20101020,8723.0301749256,708.224372000867,1638.1755164106
20101021,275.587330509939,7523.99344996254,6984.9060556299
20101022,8337.26565839932,5821.88869882083,2765.99127734722
20101023,2120.46447728793,7416.56191784286,5206.36384775878
20101024,927.674554077402,9463.11784882283,7150.33729755361
20101025,8692.65135441251,2104.08057116628,6730.83592571106
20101026,5896.85991847409,7092.02343565161,2797.07057649767
20101027,5063.79230094121,386.356923963619,822.651250432178
20101028,7243.40244351936,8511.34671903242,1521.25741647451
20101029,761.867247015942,2877.18098559137,1855.58686633015
20101030,8794.77222721143,4931.78536784556,943.262100091135
20101031,9896.19426008821,7809.73568994998,7043.60411420959
20101101,3476.37141806785,6042.83421958689,2659.41822209125
20101102,174.127655730535,6218.25080522577,7990.80540079538
20101103,5836.68164483674,6990.23779372358,1510.42631984379
20101104,4795.03572582698,4605.693487432,8526.47329458973
20101105,7747.12628344321,9309.99997440411,5848.69146204539
20101106,7626.42429956373,4366.4353827105,4539.43474678331
20101107,8156.99991403502,1969.76930971237,7668.41697719447
20101108,2971.84626287137,2591.88464731509,3233.1164250173
20101109,4414.54885156446,4628.43439420039,1611.4282345683
20101110,3139.79916050679,2225.22787606817,145.72814508118
20101111,788.825312782868,5346.86642225405,6146.74794948081
20101112,4749.40867583643,6390.93621022643,255.596522372622
20101113,7089.18600197218,2606.53551756819,3511.61915697164
20101114,9515.81506814424,5232.05156211455,9173.3721270736
20101115,874.965600140996,3894.80097445729,9027.45984242303
20101116,9340.73560077054,6138.04755905735,5300.6664741479
20101117,1896.08618066147,1000.20203447293,1858.33980001803
20101118,4559.51810273071,1221.40197337738,502.930619566563
20101119,176.23392301987,3835.46901790163,7185.78360866281
20101120,5134.69058813057,3595.17353769134,5443.73776488043
20101121,1364.05023894745,9858.86411444491,3756.95797890807
20101122,8417.9605784708,9674.67753601274,2769.41378805258
20101123,12.9060276981252,2938.16684378097,8636.22139325363
20101124,5783.12710332167,4780.02306923905,3437.62967424755
20101125,3672.84293536941,4500.05725439077,1098.23243127615
20101126,8669.76806052984,3010.26981641753,9746.22217643608
20101127,5991.45108839183,9432.7424260569,6038.87991495313
20101128,3555.47821595186,745.138835889281,8500.73618705856
20101129,5023.65079151621,9222.3079373977,1495.65011714434
20101130,3460.84833062283,8790.67986920105,1442.36172852913
20101201,9423.94759641415,6463.02784278518,5271.91760898137
20101202,8143.82301105374,832.775861709858,1185.01238559431
20101203,7264.44556922136,5393.76926871308,9314.40327163765
20101204,6359.22352178596,7892.73949088384,1817.45925077518
20101205,6247.82420575487,8729.99911659721,7352.67339929674
20101206,6817.85161931639,8237.29061600784,2534.11932859455
20101207,2.15205430349363,6641.67412634467,2698.28396407484
20101208,560.642408439678,5795.68146133318,5197.29055557364
20101209,7931.13967529369,9834.94206019704,8688.08208314493
20101210,4873.95225884099,2442.93790740314,734.21277737758
20101211,5529.7042883885,1827.97604476804,8426.3605851121
20101212,6337.55567846275,9370.45852174991,5402.79260018024
20101213,5626.25092698169,8023.35002067912,6753.24714301484
20101214,2349.20489613409,1577.02919869568,8379.76188326248
20101215,3307.23096154489,840.166254913894,9419.62361900551
20101216,9433.45678461225,7340.54550909387,9065.74590780598
20101217,7739.29891313161,1589.04932398642,7248.81381610286
20101218,755.151928363201,4965.42372499372,9285.83406849056
20101219,6976.75030906441,1459.39817341446,5673.95080290701
20101220,1788.64039641129,5412.69265873575,9316.84011318336
20101221,2468.22475721917,8881.47725978105,5901.21992703837
20101222,2036.05640568058,349.611150199584,9367.1250223646
20101223,9876.37950461142,8603.68613760274,5370.17383157387
20101224,1416.73420973671,4127.60072736483,6861.34347643537
20101225,7015.07393762505,1834.88461659826,2942.90801860201
20101226,8064.43246853013,5370.18234652459,2235.56604457635
20101227,8976.87701880733,7046.46611755868,5207.56345124844
20101228,6959.7611141424,912.124997730335,6769.49824971767
20101229,4025.69872705041,8070.26203047674,4187.38176322703
20101230,2828.24029025196,8109.22609046038,9171.2580690491
20101231,3676.65293885253,826.898517229694,3208.90963382379
